genus,gbif_key,occurrence_id,scientific_name,event_date,latitude,longitude,record_license,media_license,creator,rights_holder,source_url,download_url,media_extension,photo_id,local_path,bytes,sha256
Anastrepha,1932321977,https://www.inaturalist.org/observations/17694398,"Anastrepha striata Schiner, 1868",2018-10-20,6.19104,-75.575667,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Luis G Restrepo,Luis G Restrepo,https://www.inaturalist.org/photos/26967687,https://inaturalist-open-data.s3.amazonaws.com/photos/26967687/medium.jpeg,.jpeg,26967687,inaturalist/images_medium/anastrepha/1932321977_26967687.jpeg,84886,94e8a33cbbbad31705120ec72b28e4d79789a6ec29fa0198a7a517f97c94b242
Anastrepha,1932331168,https://www.inaturalist.org/observations/17731695,"Anastrepha obliqua (Macquart, 1835)",2017-01-03T22:09,6.19104,-75.575667,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Luis G Restrepo,Luis G Restrepo,https://www.inaturalist.org/photos/27038044,https://inaturalist-open-data.s3.amazonaws.com/photos/27038044/medium.jpeg,.jpeg,27038044,inaturalist/images_medium/anastrepha/1932331168_27038044.jpeg,83464,098ffcc40d2dd5609d407d3fcd60ea9219585ea14fe702b53ca1efe4d03056f6
Anastrepha,1933581579,https://www.inaturalist.org/observations/17964356,"Anastrepha fratercula (Wiedemann, 1830)",2018-05-06,-34.371729,-58.688091,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Lucas Rubio,Lucas Rubio,https://www.inaturalist.org/photos/27454087,https://inaturalist-open-data.s3.amazonaws.com/photos/27454087/medium.jpg,.jpg,27454087,inaturalist/images_medium/anastrepha/1933581579_27454087.jpg,204935,d094f4d89a526f736fbf752c764eb1d52284a52b6cedaa88e4aef190715c6a47
Anastrepha,2028442462,https://www.inaturalist.org/observations/20732002,"Anastrepha fratercula (Wiedemann, 1830)",2019-02-24T14:14:58,-34.936943,-57.955833,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Agus Amy,Agus Amy,https://www.inaturalist.org/photos/31964651,https://inaturalist-open-data.s3.amazonaws.com/photos/31964651/medium.jpeg,.jpeg,31964651,inaturalist/images_medium/anastrepha/2028442462_31964651.jpeg,120848,e1615543cd342df6a3057805259ef296225067f619646544b0780ea691f2bf39
Anastrepha,2234815273,https://www.inaturalist.org/observations/21717992,"Anastrepha curvicauda (Gerstaecker, 1860)",2019-03-28T17:40:39,27.862567,-80.718701,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,rlernest,rlernest,https://www.inaturalist.org/photos/33630282,https://inaturalist-open-data.s3.amazonaws.com/photos/33630282/medium.jpg,.jpg,33630282,inaturalist/images_medium/anastrepha/2234815273_33630282.jpg,61439,e30a080b6e2f5efa404f726441219a305a46ba7ede530148b825309ad50609c4
Anastrepha,2236221244,https://www.inaturalist.org/observations/22043393,"Anastrepha fratercula (Wiedemann, 1830)",2019-04-05,-34.597677,-58.4828,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,RAP,RAP,https://www.inaturalist.org/photos/34153348,https://inaturalist-open-data.s3.amazonaws.com/photos/34153348/medium.jpg,.jpg,34153348,inaturalist/images_medium/anastrepha/2236221244_34153348.jpg,23344,a41ad02066b6aea4bb72e1cf713420782247b84c20bb71d1e28a87599a679bdd
Anastrepha,2283024039,https://www.inaturalist.org/observations/26299984,"Anastrepha curvicauda (Gerstaecker, 1860)",2014-04-08T12:46:28,3.381374,-76.540962,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Ana Castrillon,Ana Castrillon,https://www.inaturalist.org/photos/40827281,https://inaturalist-open-data.s3.amazonaws.com/photos/40827281/medium.jpg,.jpg,40827281,inaturalist/images_medium/anastrepha/2283024039_40827281.jpg,115956,65f06e11295fed3b35f4e302e94431226f3a0cc764b9859ff0788f4e499cf489
Anastrepha,2283029883,https://www.inaturalist.org/observations/26991099,"Anastrepha curvicauda (Gerstaecker, 1860)",2019-06-14T17:04:42,14.537744,-90.730903,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Juanito Escamilla,Juanito Escamilla,https://www.inaturalist.org/photos/41949250,https://inaturalist-open-data.s3.amazonaws.com/photos/41949250/medium.jpg,.jpg,41949250,inaturalist/images_medium/anastrepha/2283029883_41949250.jpg,48619,8ce2b50c6b60692fc2eafc305eaedcb67452dd0dbdef6502437c01da913445d4
Anastrepha,2283272057,https://www.inaturalist.org/observations/28609383,"Anastrepha fratercula (Wiedemann, 1830)",2019-07-06,-34.560129,-58.430534,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,RAP,RAP,https://www.inaturalist.org/photos/44609414,https://inaturalist-open-data.s3.amazonaws.com/photos/44609414/medium.jpg,.jpg,44609414,inaturalist/images_medium/anastrepha/2283272057_44609414.jpg,34503,674ad1efd8ab24bc2ddb5f6dc5454d745daf0eaec21911b584164fe8331885e2
Anastrepha,2311366246,https://www.inaturalist.org/observations/29759830,"Anastrepha curvicauda (Gerstaecker, 1860)",2019-07-28T13:32,9.887489,-83.655457,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Bryan Finegan,Bryan Finegan,https://www.inaturalist.org/photos/46461982,https://inaturalist-open-data.s3.amazonaws.com/photos/46461982/medium.jpg,.jpg,46461982,inaturalist/images_medium/anastrepha/2311366246_46461982.jpg,47744,0b2081c0c85f3011cfb09f8bfef1f2e2d081e0f618cfb4cc61e9325b59647108
Anastrepha,2311518482,http://conabio.inaturalist.org/observations/4166014,"Anastrepha curvicauda (Gerstaecker, 1860)",2016-09-21T11:12:16,18.87125,-99.170513,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,misaelmor,misaelmor,https://www.inaturalist.org/photos/4959598,https://inaturalist-open-data.s3.amazonaws.com/photos/4959598/medium.jpg,.jpg,4959598,inaturalist/images_medium/anastrepha/2311518482_4959598.jpg,151769,553839b3b22806a12dddf0e3ed429c3fd20fb0244bec7eb1ab87273a4b0c250e
Anastrepha,2350325622,https://www.inaturalist.org/observations/30154175,"Anastrepha striata Schiner, 1868",2019-07-22T16:26,14.014299,-87.003631,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,José Prieto,José Prieto,https://www.inaturalist.org/photos/47093723,https://inaturalist-open-data.s3.amazonaws.com/photos/47093723/medium.jpg,.jpg,47093723,inaturalist/images_medium/anastrepha/2350325622_47093723.jpg,54180,d27d914e07c9fd2a7dc78a7a382ab2337af6b4ff2fd87bda6ba9ee2091c4a267
Anastrepha,2445055559,https://www.inaturalist.org/observations/34437487,"Anastrepha fratercula (Wiedemann, 1830)",2019-10-15T20:59:08Z,27.532649,-99.500571,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,ritchelldecker,ritchelldecker,https://www.inaturalist.org/photos/54199386,https://inaturalist-open-data.s3.amazonaws.com/photos/54199386/medium.jpg,.jpg,54199386,inaturalist/images_medium/anastrepha/2445055559_54199386.jpg,47208,0e64224acc800ead7b50772ae56fe12cd4eed39cf00c33d264ad0483603d320e
Anastrepha,2447941229,https://www.inaturalist.org/observations/34900302,"Anastrepha ludens (Loew, 1873)",2012-09-14T00:38,18.902996,-98.434948,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Azucena Briones Muñoz,Azucena Briones Muñoz,https://www.inaturalist.org/photos/54987758,https://inaturalist-open-data.s3.amazonaws.com/photos/54987758/medium.jpeg,.jpeg,54987758,inaturalist/images_medium/anastrepha/2447941229_54987758.jpeg,28683,994a8c2836a4fa9b6696ae67c9fe616605f3329f1a049373737c32262c134294
Anastrepha,2518004268,https://www.inaturalist.org/observations/36390175,"Anastrepha ludens (Loew, 1873)",2019-11-11T12:26,26.105172,-98.26676,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Nina Rach,Nina Rach,https://www.inaturalist.org/photos/57517085,https://inaturalist-open-data.s3.amazonaws.com/photos/57517085/medium.jpg,.jpg,57517085,inaturalist/images_medium/anastrepha/2518004268_57517085.jpg,39831,43fca0321c9b1c6cba0a75235dc6365ecf304d9f2a0790bc4d47773237002ec0
Anastrepha,2518005848,https://www.inaturalist.org/observations/36561740,"Anastrepha fratercula (Wiedemann, 1830)",2018-10-24T11:58,-31.661658,-60.760809,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Eduardo Luis Beltrocco,Eduardo Luis Beltrocco,https://www.inaturalist.org/photos/57808016,https://inaturalist-open-data.s3.amazonaws.com/photos/57808016/medium.jpeg,.jpeg,57808016,inaturalist/images_medium/anastrepha/2518005848_57808016.jpeg,96913,a0f6516f68e875a04c49ce23f2bc53418e4f9b043b44024f459aeade3b3c5875
Anastrepha,2529287039,https://www.inaturalist.org/observations/15776539,"Anastrepha curvicauda (Gerstaecker, 1860)",2015-08-04T11:06,13.986231,-89.67483,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Carlos E. Juárez-Peña,Carlos E. Juárez-Peña,https://www.inaturalist.org/photos/23570213,https://inaturalist-open-data.s3.amazonaws.com/photos/23570213/medium.jpeg,.jpeg,23570213,inaturalist/images_medium/anastrepha/2529287039_23570213.jpeg,91010,d4eab9fc2af1d9ec96a111a0ba0b4d4fd875a96afaaf3f3a36607442d7ad853d
Anastrepha,2540831444,https://www.inaturalist.org/observations/36694458,"Anastrepha ludens (Loew, 1873)",2019-12-15T12:42,25.669041,-100.135767,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Gilberto Torres,Gilberto Torres,https://www.inaturalist.org/photos/58042472,https://inaturalist-open-data.s3.amazonaws.com/photos/58042472/medium.jpg,.jpg,58042472,inaturalist/images_medium/anastrepha/2540831444_58042472.jpg,51906,f0165d005b0c9ac5625f55c496f79fdec25b9684dfa5105cd9c111a38ffee318
Anastrepha,2543021425,https://www.inaturalist.org/observations/36990517,"Anastrepha ludens (Loew, 1873)",2019-12-26T17:35,26.176232,-98.365338,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Heather A. Wise,Heather A. Wise,https://www.inaturalist.org/photos/58563726,https://inaturalist-open-data.s3.amazonaws.com/photos/58563726/medium.jpg,.jpg,58563726,inaturalist/images_medium/anastrepha/2543021425_58563726.jpg,247587,b0948ccd91bbe0ef5b944500fe928918d2e8458a60b9d5abe118e5421b6e43d5
Anastrepha,2550044406,https://www.inaturalist.org/observations/37323774,"Anastrepha Schiner, 1868",2019-10-01T14:52,19.91741,-75.163919,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Wayne Fidler,Wayne Fidler,https://www.inaturalist.org/photos/59147799,https://inaturalist-open-data.s3.amazonaws.com/photos/59147799/medium.jpg,.jpg,59147799,inaturalist/images_medium/anastrepha/2550044406_59147799.jpg,239305,ddb169a8c2b2fd059319466e68aa1bdfc629fd0613e90010e48649bf62bd01ee
Anastrepha,2573974862,https://www.inaturalist.org/observations/24758009,"Anastrepha curvicauda (Gerstaecker, 1860)",2019-05-06T08:00:44,20.859873,-86.901573,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Alexia🍃,Alexia🍃,https://www.inaturalist.org/photos/38287463,https://inaturalist-open-data.s3.amazonaws.com/photos/38287463/medium.jpeg,.jpeg,38287463,inaturalist/images_medium/anastrepha/2573974862_38287463.jpeg,106328,5473f427f7e116c6860a3da11866280b9a8d9004f235c3d36085621f442736b7
Anastrepha,2596014840,https://www.inaturalist.org/observations/17773475,"Anastrepha curvicauda (Gerstaecker, 1860)",2018-10-22T14:31:14,17.972217,-99.738825,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Violeta Anaya-Zamora,Violeta Anaya-Zamora,https://www.inaturalist.org/photos/27113928,https://inaturalist-open-data.s3.amazonaws.com/photos/27113928/medium.jpeg,.jpeg,27113928,inaturalist/images_medium/anastrepha/2596014840_27113928.jpeg,96550,f94bd7e4e67bc63632d6df70212127559612cd2622ea3e620a1dffc1ea40a48f
Anastrepha,2609071210,https://www.inaturalist.org/observations/17709754,"Anastrepha grandis (Macquart, 1846)",2017-02-11T14:13,6.15792,-75.63418,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,Luis G Restrepo,Luis G Restrepo,https://www.inaturalist.org/photos/26996385,https://inaturalist-open-data.s3.amazonaws.com/photos/26996385/medium.jpg,.jpg,26996385,inaturalist/images_medium/anastrepha/2609071210_26996385.jpg,80815,e5a71b325c251e01178a6d671010ed8dc10232ccc788cdcd849b57065e19e3fd
Anastrepha,2609075702,https://www.inaturalist.org/observations/26755046,"Anastrepha suspensa (Loew, 1862)",2019-06-09T19:34,25.76522,-80.347331,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Joe MDO,Joe MDO,https://www.inaturalist.org/photos/41560933,https://inaturalist-open-data.s3.amazonaws.com/photos/41560933/medium.jpg,.jpg,41560933,inaturalist/images_medium/anastrepha/2609075702_41560933.jpg,101144,1b4007eae71859c3910fed4f6723d917462b534c73f679431f8e67dbf08a210b
Anastrepha,2609086700,https://www.inaturalist.org/observations/40220071,"Anastrepha striata Schiner, 1868",2020-03-08,20.63146,-103.426743,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,fabrice82,fabrice82,https://www.inaturalist.org/photos/63891353,https://inaturalist-open-data.s3.amazonaws.com/photos/63891353/medium.jpeg,.jpeg,63891353,inaturalist/images_medium/anastrepha/2609086700_63891353.jpeg,41093,c3f9c7f793b81c560c3845d3aff6e4c55b5ddf912e9fb1cd269f52724fa68798
Anastrepha,2609092039,https://www.inaturalist.org/observations/42049888,"Anastrepha ludens (Loew, 1873)",2020-04-12T19:02:10,25.6307,-100.27565,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Gustavo Garza Arrambide,Gustavo Garza Arrambide,https://www.inaturalist.org/photos/66739169,https://inaturalist-open-data.s3.amazonaws.com/photos/66739169/medium.jpg,.jpg,66739169,inaturalist/images_medium/anastrepha/2609092039_66739169.jpg,104850,826eeacac93e776f03162e77ca54f8cb045474e579adcaad1219f2d1c50b9ab3
Anastrepha,2609116205,http://conabio.inaturalist.org/observations/5522573,"Anastrepha ludens (Loew, 1873)",2017-03-28T17:06,25.66289,-100.255188,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Pedro Alanis,Pedro Alanis,https://www.inaturalist.org/photos/6812288,https://inaturalist-open-data.s3.amazonaws.com/photos/6812288/medium.jpeg,.jpeg,6812288,inaturalist/images_medium/anastrepha/2609116205_6812288.jpeg,91686,74be314ffe10fd0131b2139e34fc3573256b1dd5d8bdfb8325715552e9135a58
Anastrepha,2611075028,https://www.inaturalist.org/observations/43219975,"Anastrepha ludens (Loew, 1873)",2020-04-24T19:00:34,26.247011,-98.35726,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Stephanie,Stephanie,https://www.inaturalist.org/photos/68599726,https://inaturalist-open-data.s3.amazonaws.com/photos/68599726/medium.jpeg,.jpeg,68599726,inaturalist/images_medium/anastrepha/2611075028_68599726.jpeg,136939,9f4b5d4cdbf5774e0710f29a787eabd5826b20cb2039041d7383dd1a65ef8f0f
Anastrepha,2626121200,https://www.inaturalist.org/observations/45550813,"Anastrepha curvicauda (Gerstaecker, 1860)",2020-03-05T15:59:16,27.288753,-82.498375,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,ejbanner,ejbanner,https://www.inaturalist.org/photos/72230780,https://inaturalist-open-data.s3.amazonaws.com/photos/72230780/medium.jpg,.jpg,72230780,inaturalist/images_medium/anastrepha/2626121200_72230780.jpg,103721,eac0a4232523e53ec698f7a24a85030091bb182868a8e94076d4944e0c1f218b
Anastrepha,2626154527,https://www.inaturalist.org/observations/42616323,"Anastrepha obliqua (Macquart, 1835)",2010-07-10T13:39,18.41157,-70.407867,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Pedro Genaro Rodriguez,Pedro Genaro Rodriguez,https://www.inaturalist.org/photos/67671256,https://inaturalist-open-data.s3.amazonaws.com/photos/67671256/medium.jpg,.jpg,67671256,inaturalist/images_medium/anastrepha/2626154527_67671256.jpg,162658,824d94e16d0c0fd6fc7037d94500ebdfce1ed169b7d3fcb5cadd4a2f259a8050
Anastrepha,2626169477,https://www.inaturalist.org/observations/37370610,"Anastrepha striata Schiner, 1868",2020-01-07T08:40,6.157102,-75.625492,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Nicolás Zambrano,Nicolás Zambrano,https://www.inaturalist.org/photos/59232068,https://inaturalist-open-data.s3.amazonaws.com/photos/59232068/medium.jpg,.jpg,59232068,inaturalist/images_medium/anastrepha/2626169477_59232068.jpg,93953,263f20604573618ae44bbe215f8d24998d5246bf2113c305797e9df4d3a91315
Anastrepha,2626270878,https://www.inaturalist.org/observations/44466883,"Anastrepha ludens (Loew, 1873)",2020-05-01T07:37:23Z,26.226489,-98.192154,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,nayeliposadas,nayeliposadas,https://www.inaturalist.org/photos/70503257,https://inaturalist-open-data.s3.amazonaws.com/photos/70503257/medium.jpg,.jpg,70503257,inaturalist/images_medium/anastrepha/2626270878_70503257.jpg,81497,a75134e4f19c2160cfb0236a15865cc7542d9bdbb21a413ad24ca3ac1daf2e44
Anastrepha,2626324461,https://www.inaturalist.org/observations/43502171,"Anastrepha ludens (Loew, 1873)",2020-04-24T14:37,26.176779,-98.229966,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,John Brush,John Brush,https://www.inaturalist.org/photos/69017955,https://inaturalist-open-data.s3.amazonaws.com/photos/69017955/medium.jpeg,.jpeg,69017955,inaturalist/images_medium/anastrepha/2626324461_69017955.jpeg,46747,35c2f3d5a5cd61959bd04aceee501d90b69f9b15998cc696df0224340228c22a
Anastrepha,2626351732,https://www.inaturalist.org/observations/40100856,"Anastrepha grandis (Macquart, 1846)",2020-03-16T18:54:30,-15.733013,-47.876433,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Onildo João Marini Filho,Onildo João Marini Filho,https://www.inaturalist.org/photos/63691176,https://inaturalist-open-data.s3.amazonaws.com/photos/63691176/medium.jpg,.jpg,63691176,inaturalist/images_medium/anastrepha/2626351732_63691176.jpg,52938,c80c73c4ce8e314b718e66298805513bc20ef39a17d28b2d5e1aea7a88c4edc1
Anastrepha,2626581419,https://www.inaturalist.org/observations/45754485,"Anastrepha serpentina (Wiedemann, 1830)",2019-02-21T00:46,14.887396,-92.286668,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,echame,echame,https://www.inaturalist.org/photos/72566078,https://inaturalist-open-data.s3.amazonaws.com/photos/72566078/medium.jpg,.jpg,72566078,inaturalist/images_medium/anastrepha/2626581419_72566078.jpg,60903,706a987d987c3b1bd2394681f343baa1292ee6016f58c1e074720a63d2dc5a13
Anastrepha,2633967742,https://www.inaturalist.org/observations/46522663,"Anastrepha ludens (Loew, 1873)",2020-05-19T14:50:11,27.544827,-99.495083,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,miagarcia,miagarcia,https://www.inaturalist.org/photos/73787599,https://inaturalist-open-data.s3.amazonaws.com/photos/73787599/medium.jpg,.jpg,73787599,inaturalist/images_medium/anastrepha/2633967742_73787599.jpg,67802,28212496243e3fc415249755581de5b52248880e83b9717f75b98ed34a5fd6d3
Anastrepha,2802546455,https://www.inaturalist.org/observations/31454052,"Anastrepha ludens (Loew, 1873)",2019-08-24T21:20,20.522225,-100.38802,http://creativecommons.org/licenses/by-nc/4.0/legalcode,http://creativecommons.org/licenses/by-nc/4.0/,Coronado Govaerts,Coronado Govaerts,https://www.inaturalist.org/photos/49229060,https://inaturalist-open-data.s3.amazonaws.com/photos/49229060/medium.jpg,.jpg,49229060,inaturalist/images_medium/anastrepha/2802546455_49229060.jpg,156078,11cbfeac749ce22ce0da86dbb9cb943dbd9e1ef0f95e712a0f4f1b0017d7f37d
Anastrepha,2802551527,https://www.inaturalist.org/observations/38245678,"Anastrepha ludens (Loew, 1873)",2019-01-19T13:21,26.126401,-97.957294,http://creativecommons.org/licenses/by/4.0/legalcode,http://creativecommons.org/licenses/by/4.0/,johnyochum,johnyochum,https://www.inaturalist.org/photos/60757957,https://inaturalist-open-data.s3.amazonaws.com/photos/60757957/medium.jpg,.jpg,60757957,inaturalist/images_medium/anastrepha/2802551527_60757957.jpg,57894,f398d7197a4394ebecfa61e91523662e495444ed814a43ea20bae92858430791
